"ugcodigo";"nroempenho";"nrodocumento";"dataemissao";"categoria_despesa_codigo";"categoria_despesa";"grupo_despesa_codigo";"grupo_despesa";"modalidade_despesa_codigo";"modalidade_despesa";"elemento_despesa_codigo";"elemento_despesa";"nroprocesso";"funcionalprogramatica";"fonterecursocodigo";"especificacao";"credoridentificacao";"licitacao";"valordespesa";"item_despesa_codigo";"item_despesa";"estorno";"origem"
30101;"2026NE000004";"2026LQ000180";2026-02-10;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339037;LOCAÇÃO DE MÃO-DE-OBRA;;"100310101032000220110001";"150000001";LIQUIDACAO;"03703179000131";PREGÃO;1118849;33903701;LOCAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;;
30101;"2026NE000092";"2026LQ000193";2026-02-12;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339037;LOCAÇÃO DE MÃO-DE-OBRA;"030008252025";"100310101032000220110001";"150000001";LIQUIDACAO;"03703179000131";PREGÃO;619155.7;33903701;LOCAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;;
30101;"2026NE000183";"2026LQ000229";2026-02-23;3;DESPESAS CORRENTES;31;PESSOAL E ENCARGOS SOCIAIS;3190;APLICAÇÕES DIRETAS;319096;RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO;"030004812026";"100310101032000220110001";"150000001";LIQUIDACAO;"03979390000181";NÃO APLICA;15135.35;31909602;PESSOAL REQUISITADO DE OUTROS ENTES;;
30101;"2026NE000084";"2026LQ000380";2026-03-11;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"030000382025";"100310101032000220110001";"150000001";LIQUIDACAO;"04089570000150";INEXIGIBILIDADE;33755.63;33903944;SERVIÇOS DE ÁGUA E ESGOTO;;
30101;"2026NE000049";"2026LQ000299";2026-02-27;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"030000022026";"100310101032000220110001";"150000001";LIQUIDACAO;"04311093000126";NÃO APLICA;13966.21;33903950;SERVIÇO MÉDICO-HOSPITALAR, ODONTOLÓGICO E LABORATORIAIS;;
30101;"2026NE000049";"2026LQ000288";2026-02-27;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"04311093000126";NÃO APLICA;260150.7;33903950;SERVIÇO MÉDICO-HOSPITALAR, ODONTOLÓGICO E LABORATORIAIS;;
30101;"2026NE000049";"2026LQ000515";2026-03-31;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"04311093000126";NÃO APLICA;259003.31;33903950;SERVIÇO MÉDICO-HOSPITALAR, ODONTOLÓGICO E LABORATORIAIS;;
30101;"2026NE000084";"2026LQ000174";2026-02-09;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"04089570000150";INEXIGIBILIDADE;62480.74;33903944;SERVIÇOS DE ÁGUA E ESGOTO;;
30101;"2026NE000048";"2026LQ000284";2026-02-27;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"030000022026";"100310101032000220110001";"150000001";LIQUIDACAO;"04574626000162";NÃO APLICA;57488.17;33903950;SERVIÇO MÉDICO-HOSPITALAR, ODONTOLÓGICO E LABORATORIAIS;;
30101;"2026NE000048";"2026LQ000511";2026-03-31;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"030000022026";"100310101032000220110001";"150000001";LIQUIDACAO;"04574626000162";NÃO APLICA;60827.11;33903950;SERVIÇO MÉDICO-HOSPITALAR, ODONTOLÓGICO E LABORATORIAIS;;
30101;"2026NE000082";"2026LQ000175";2026-02-09;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"05498875000189";DISPENSA;3958;33903961;SOCORRO E SALVAMENTO;;
30101;"2026NE000082";"2026LQ000362";2026-03-10;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"030000402025";"100310101032000220110001";"150000001";LIQUIDACAO;"05498875000189";DISPENSA;3958;33903961;SOCORRO E SALVAMENTO;;
30101;"2026NE000159";"2026LQ000201";2026-02-13;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"030014092024";"100310101032000220110001";"150000001";LIQUIDACAO;"05380672000193";PREGÃO;448.48;33903979;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;;
30101;"2026NE000001";"2026LQ000200";2026-02-13;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"05380672000193";PREGÃO;31558.11;33903979;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;;
30101;"2026NE000060";"2026LQ000185";2026-02-11;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;"030013852024";"100310101032000220110001";"150000001";LIQUIDACAO;"05583680000137";PREGÃO;99040.54;33904011;DESPESAS COM LICENÇAS DE USO DE SOFTWARE DE PROCESSAMENTO DE DADOS. (LICENÇAS);;
30101;"2026NE000061";"2026LQ000186";2026-02-11;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"05583680000137";PREGÃO;59485.07;33904079;SERVIÇO DE SUPORTE A USUÁRIO E DE INFRAESTRUTURA DE TIC;;
30101;"2026NE000201";"2026LQ000563";2026-04-10;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;"030011862024";"100310101032000220110001";"150000001";LIQUIDACAO;"05583680000137";PREGÃO;212095.14;33904011;DESPESAS COM LICENÇAS DE USO DE SOFTWARE DE PROCESSAMENTO DE DADOS. (LICENÇAS);;
30101;"2026NE000200";"2026LQ000562";2026-04-10;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"05583680000137";PREGÃO;117587.4;33904079;SERVIÇO DE SUPORTE A USUÁRIO E DE INFRAESTRUTURA DE TIC;;
30101;"2026NE000182";"2026LQ000166";2026-02-06;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030003782026";"100310101032000220110001";"150000001";LIQUIDACAO;"05968307188";NÃO APLICA;2092.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000056";"2026LQ000326";2026-03-06;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"06048539000105";PREGÃO;2563.02;33903919;REPARO E MANUTENÇÃO DE VEÍCULOS;;
30101;"2026NE000057";"2026LQ000444";2026-03-25;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339030;MATERIAL DE CONSUMO;"030003702025";"100310101032000220110001";"150000001";LIQUIDACAO;"06048539000105";PREGÃO;8132.49;33903001;COMBUSTÍVEIS E LUBRIFICANTES AUTOMOTIVOS;;
30101;"2026NE000057";"2026LQ000571";2026-04-14;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339030;MATERIAL DE CONSUMO;;"100310101032000220110001";"150000001";LIQUIDACAO;"06048539000105";PREGÃO;70.4;33903001;COMBUSTÍVEIS E LUBRIFICANTES AUTOMOTIVOS;;
30101;"2026NE000057";"2026LQ000443";2026-03-25;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339030;MATERIAL DE CONSUMO;;"100310101032000220110001";"150000001";LIQUIDACAO;"06048539000105";PREGÃO;5716.8;33903001;COMBUSTÍVEIS E LUBRIFICANTES AUTOMOTIVOS;;
30101;"2026NE000056";"2026LQ000440";2026-03-24;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"06048539000105";PREGÃO;887.81;33903919;REPARO E MANUTENÇÃO DE VEÍCULOS;;
30101;"2026NE000056";"2026LQ000324";2026-03-06;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"030003702025";"100310101032000220110001";"150000001";LIQUIDACAO;"06048539000105";PREGÃO;-2563.02;33903919;REPARO E MANUTENÇÃO DE VEÍCULOS;;
30101;"2026NE000056";"2026LQ000322";2026-03-06;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"030003702025";"100310101032000220110001";"150000001";LIQUIDACAO;"06048539000105";PREGÃO;2563.02;33903919;REPARO E MANUTENÇÃO DE VEÍCULOS;;
30101;"2026NE000056";"2026LQ000572";2026-04-14;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"030003702025";"100310101032000220110001";"150000001";LIQUIDACAO;"06048539000105";PREGÃO;2127.04;33903919;REPARO E MANUTENÇÃO DE VEÍCULOS;;
30101;"2026NE000086";"2026LQ000368";2026-03-11;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"08689089000157";PREGÃO;9880.27;33904008;DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;;
30101;"2026NE000058";"2026LQ000176";2026-02-09;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"08864722000104";PREGÃO;5130;33903950;SERVIÇO MÉDICO-HOSPITALAR, ODONTOLÓGICO E LABORATORIAIS;;
30101;"2026NE000058";"2026LQ000407";2026-03-16;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"030009152025";"100310101032000220110001";"150000001";LIQUIDACAO;"08864722000104";PREGÃO;5130;33903950;SERVIÇO MÉDICO-HOSPITALAR, ODONTOLÓGICO E LABORATORIAIS;;
30101;"2026NE000059";"2026LQ000408";2026-03-16;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"030009152025";"100310101032000220110001";"150000001";LIQUIDACAO;"08864722000104";PREGÃO;5894.76;33903950;SERVIÇO MÉDICO-HOSPITALAR, ODONTOLÓGICO E LABORATORIAIS;;
30101;"2026NE000059";"2026LQ000177";2026-02-09;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"030009152025";"100310101032000220110001";"150000001";LIQUIDACAO;"08864722000104";PREGÃO;2160.45;33903950;SERVIÇO MÉDICO-HOSPITALAR, ODONTOLÓGICO E LABORATORIAIS;;
30101;"2026NE000055";"2026LQ000202";2026-02-13;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339033;PASSAGENS E DESPESAS COM LOCOMOÇÃO;"030008252024";"100310101032000220110001";"150000001";LIQUIDACAO;"08714430000187";PREGÃO;35020;33903302;LOCAÇÃO DE VEÍCULOS TIPO PASSEIO POR NECESSIDADE DO SERVIÇO;;
30101;"2026NE000106";"2026LQ000400";2026-03-13;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339033;PASSAGENS E DESPESAS COM LOCOMOÇÃO;;"100310101032000220110001";"150000001";LIQUIDACAO;"08714430000187";PREGÃO;36659.19;33903302;LOCAÇÃO DE VEÍCULOS TIPO PASSEIO POR NECESSIDADE DO SERVIÇO;;
30101;"2026NE000002";"2026LQ000149";2026-02-05;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"08842592000109";DISPENSA;15500;33903978;LIMPEZA E CONSERVAÇÃO;;
30101;"2026NE000329";"2026LQ000513";2026-03-31;3;DESPESAS CORRENTES;31;PESSOAL E ENCARGOS SOCIAIS;3191;APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÕES ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGR;319113;CONTRIBUIÇÕES PATRONAIS ;;"100310101032000220110001";"150000001";LIQUIDACAO;"10306292000149";NÃO APLICA;2229.07;31911303;MS PREV-PESSOAL CIVIL ;;
